,text,intent
5970,Posso chiederti di analizzare questo oggetto in maniera neutrale? Vorrei avere la tua opinione su di esso senza essere influenzati da alcun pregiudizio o emozione.,Examine
5971,Potresti analizzare questo oggetto in maniera oggettiva e neutrale per favore?,Examine
5972,"Potresti gentilmente analizzare quest'oggetto in modo oggettivo e neutrale per me, per favore?",Examine
5973,"Ciao, scusa se ti disturbo, potresti analizzare questo oggetto per me in maniera neutrale? Sarei interessato/a ad avere un'opinione diversa dalla mia.",Examine
5974,"Per favore, potresti analizzare quest'oggetto in maniera neutrale e darmi la tua opinione su di esso?",Examine
5975,"Ti chiedo di analizzare oggettivamente questo oggetto, senza alcun pregiudizio o opinione personale.",Examine
5976,"Ti chiedo di analizzare l'oggetto in modo obiettivo e neutrale, senza lasciarti influenzare da eventuali pregiudizi o preferenze personali.",Examine
5977,"Ti chiedo di analizzare oggettivamente questo oggetto, senza emettere giudizi personali o sentimenti influenzati su di esso.",Examine
5978,Puoi analizzare questo oggetto in maniera neutrale per favore?,Examine
5979,"Ti chiedo di analizzare questo oggetto in maniera obiettiva e senza emozioni, descrivendone le caratteristiche e le funzioni senza influenze personali.",Examine
5980,"Ti chiedo di esaminare questo oggetto con obiettività e di descriverlo in modo preciso e dettagliato, senza esprimerne alcun giudizio personale.",Examine
5981,Ti chiedo di analizzare questo oggetto in maniera oggettiva e senza coinvolgere emozioni o opinioni personali.,Examine
5982,Potresti gentilmente analizzare questo oggetto in maniera oggettiva e descriverne le caratteristiche?,Examine
5983,Posso chiederti di analizzare questo oggetto in modo neutrale? Ti prego di dirmi ciò che vedi e le tue impressioni senza pregiudizi o giudizi personali.,Examine
5984,Guarda questo oggetto e descrivilo senza dare giudizi o opinioni personali.,Examine
5985,"Guarda questo oggetto attentamente e dimmi cosa ne pensi. Descrivilo oggettivamente, senza esprimere giudizi positivi o negativi su di esso.",Examine
5986,Posso chiederti di analizzare questo oggetto in maniera oggettiva e senza pregiudizi?,Examine
5987,Guarda questo oggetto e descrivi ciò che vedi senza aggiungere giudizi o opinioni personali.,Examine
5988,"Muoviti nella stanza a sinistra adesso, non stare lì fermo come un palo!",MoveToRoom
5989,"Muoviti nella stanza a sinistra, ora.",MoveToRoom
5990,"Vai nella stanza a sinistra subito, ora!",MoveToRoom
5991,"Muoviti nella stanza a sinistra, ora!",MoveToRoom
5992,"Vattene nella stanza a sinistra adesso, senza fare storie.",MoveToRoom
5993,"Spostati nella stanza a sinistra subito, senza esitazione.",MoveToRoom
5994,Muoviti nella stanza a sinistra subito!,MoveToRoom
5995,"Scusi, signore. Potrebbe gentilmente spostarsi nella stanza a sinistra, per favore?",MoveToRoom
5996,Potrebbe gentilmente spostarsi nella stanza a sinistra? Grazie.,MoveToRoom
5997,"Per favore, spostati nella stanza a sinistra ora.",MoveToRoom
5998,Si sposti immediatamente nella stanza a sinistra.,MoveToRoom
5999,Sposti la tua presenza nella stanza a sinistra.,MoveToRoom
6000,"Scusi, potrebbe gentilmente spostarsi nella stanza a sinistra, per favore?",MoveToRoom
6001,"Scusi signore, potrebbe spostarsi gentilmente nella stanza a sinistra?",MoveToRoom
6002,"Ciao, scusa il disturbo. Potresti spostarti gentilmente nella stanza a sinistra? Grazie mille!",MoveToRoom
6003,"Scusa, ti dispiacerebbe spostarti nella stanza a sinistra per favore? Grazie mille.",MoveToRoom
6004,"Scusa, potresti gentilmente spostarti nella stanza a sinistra per favore? Ho bisogno di un po' più di spazio qui. Grazie mille!",MoveToRoom
6005,"Mi dispiace disturbarti, potresti spostarti nella stanza a sinistra per favore?",MoveToRoom
6006,"Vieni nella stanza a sinistra, per favore.",MoveToRoom
6007,"Vorrei che tu ti spostassi nella stanza a sinistra, per favore.",MoveToRoom
6008,"Ciao, potresti per favore spostarti nella stanza a sinistra? Grazie.",MoveToRoom
6009,"Ciao, ti dispiacerebbe spostarti nella stanza a sinistra per favore?",MoveToRoom
6010,"Spostati nella stanza a sinistra adesso, non stare lì a perdere tempo!",MoveToRoom
6011,"Spostati nella stanza a sinistra ora, senza perdere tempo.",MoveToRoom
6012,"Vai nella stanza a sinistra ora, senza perdere tempo.",MoveToRoom
6013,"Muoviti nella stanza a sinistra adesso, senza fare storie!",MoveToRoom
6014,"Muoviti nella stanza a sinistra adesso, senza perdere tempo!",MoveToRoom
6015,"Spostati nella stanza a sinistra adesso, senza indugio!",MoveToRoom
6016,"Spostati nella stanza a sinistra adesso, senza discussioni!",MoveToRoom
6017,Vai nella stanza a sinistra ora stesso!,MoveToRoom
6018,"Ciao, scusa se ti disturbo. Potresti gentilmente spostarti nella stanza a sinistra, per favore?",MoveToRoom
6019,"Ti chiedo di spostarti nella stanza a sinistra, per favore.",MoveToRoom
6020,"Ciao, potresti spostarti nella stanza a sinistra, per favore?",MoveToRoom
6021,"Muoviti nella stanza a sinistra adesso, non stare lì fermo!",MoveToRoom
6022,Muoviti nella stanza a sinistra immediatamente!,MoveToRoom
6023,"Spostati nella stanza a sinistra subito, non perdere tempo.",MoveToRoom
6024,"Spostati nella stanza a sinistra adesso, non perdere tempo!",MoveToRoom
6025,Spostati a sinistra adesso!,MoveToRoom
6026,"Spostati subito nella stanza a sinistra, senza fare storie!",MoveToRoom
6027,"Bambino, spostati nella stanza a sinistra, per favore.",MoveToRoom
6028,"Ti pregherei di spostarti nella stanza a sinistra, grazie.",MoveToRoom
6029,Si sposti nella stanza a sinistra immediatamente.,MoveToRoom
6030,Potresti per favore spostarti nella stanza a sinistra per un attimo?,MoveToRoom
6031,"Puoi spostarti nella stanza a sinistra, per favore?",MoveToRoom
6032,"Scusa, signora, potrebbe spostarsi gentilmente nella stanza alla sua sinistra? Grazie mille.",MoveToRoom
6033,Sarebbe possibile spostarsi nella stanza a sinistra?,MoveToRoom
6034,"Signora, la prego di spostarsi nella stanza a sinistra.",MoveToRoom
6035,"Mi scusi, potrebbe spostarsi nella stanza a sinistra per favore?",MoveToRoom
6036,"Ciao, scusa se ti disturbo. Potresti gentilmente spostarti nella stanza a sinistra per favore? Grazie mille!",MoveToRoom
6037,"Scusa, potresti per favore spostarti nella stanza a sinistra? Ti ringrazio molto!",MoveToRoom
6038,"Ciao, scusa se ti disturbo, potresti spostarti nella stanza a sinistra per favore? Grazie mille!",MoveToRoom
6039,"Ciao, scusa se ti disturbo, potresti spostarti gentilmente nella stanza a sinistra, per favore? Grazie mille.",MoveToRoom
6040,"Ciao, scusa il disturbo. Potresti spostarti gentilmente nella stanza a sinistra, per favore?",MoveToRoom
6041,"Ciao, scusa se ti disturbo. Potresti spostarti gentilmente nella stanza a sinistra, per favore? Grazie mille.",MoveToRoom
6042,"Ciao, potresti gentilmente spostarti nella stanza a sinistra per favore? Grazie mille!",MoveToRoom
6043,"Per favore, spostati nella stanza a sinistra. Grazie.",MoveToRoom
6044,Ti prego di spostarti nella stanza a sinistra immediatamente.,MoveToRoom
6045,"Muoviti nella stanza a destra, ora!",MoveToRoom
6046,"Muoviti nella stanza a destra adesso, senza perdere altro tempo.",MoveToRoom
6047,Muoviti nella stanza a destra ora!,MoveToRoom
6048,"Si sposti gentilmente nella stanza a destra, per favore.",MoveToRoom
6049,Si prega di andare nella stanza a destra.,MoveToRoom
6050,"Mi scusi, potrebbe per favore spostarsi nella stanza a destra? Grazie mille.",MoveToRoom
6051,"Scusa, potresti per favore spostarti nella stanza a destra? Grazie mille!",MoveToRoom
6052,"Posso chiederti di spostarti nella stanza a destra, per favore?",MoveToRoom
6053,Sarebbe possibile spostarsi nella stanza a destra per favore? Grazie.,MoveToRoom
6054,"Scusa, potresti spostarti nella stanza a destra, per favore? Grazie.",MoveToRoom
6055,"Scusa, potresti spostarti nella stanza a destra?",MoveToRoom
6056,"Hey, spostati nella stanza a destra adesso.",MoveToRoom
6057,Spostati nella stanza a destra ora!,MoveToRoom
6058,Spostati nella stanza a destra immediatamente!,MoveToRoom
6059,"Muoviti nella stanza a destra adesso, non perdiamo tempo!",MoveToRoom
6060,"Scusa, potresti gentilmente spostarti nella stanza a destra, per favore? Grazie mille.",MoveToRoom
6061,"Ciao, scusa se ti disturbo, potresti gentilmente spostarti nella stanza a destra, per favore? Grazie mille!",MoveToRoom
6062,"Scusa, posso chiederti gentilmente di spostarti nella stanza a destra, per favore?",MoveToRoom
6063,Ti chiedo di spostarti nella stanza a destra.,MoveToRoom
6064,"Ti prego di spostarti nella stanza a destra, grazie.",MoveToRoom
6065,"Ciao, potresti gentilmente spostarti nella stanza a destra per favore?",MoveToRoom
6066,Potresti spostarti per favore nella stanza a destra? Grazie.,MoveToRoom
6067,"Hey, spostati nella stanza a destra adesso!",MoveToRoom
6068,"Spostati nella stanza a destra adesso, devo entrare lì.",MoveToRoom
6069,Spostati subito nella stanza a destra!,MoveToRoom
6070,"Spostati nella stanza a destra adesso, fallo subito!",MoveToRoom
6071,"Sposta la tua figura nella stanza a destra, adesso!",MoveToRoom
6072,"Per favore, muoviti nella stanza a destra ora.",MoveToRoom
6073,"Si sposti immediatamente nella stanza a destra, per favore.",MoveToRoom
6074,"Si sposti nella stanza a destra, per favore.",MoveToRoom
6075,"Ciao, potresti spostarti gentilmente nella stanza a destra per favore?",MoveToRoom
6076,"Potresti spostarti gentilmente verso la stanza a destra, per favore?",MoveToRoom
6077,Potresti spostarti gentilmente nella stanza a destra per favore?,MoveToRoom
6078,"Per favore, puoi spostarti nella stanza a destra?",MoveToRoom
6079,"Mi scusi, signora. Le sarebbe possibile spostarsi gentilmente nella stanza a destra? Grazie mille.",MoveToRoom
6080,"Scusi, potrebbe spostarsi gentilmente nella stanza a destra?",MoveToRoom
6081,"Ciao, scusa se ti disturbo. Potresti gentilmente spostarti nella stanza a destra per favore? Grazie mille!",MoveToRoom
6082,"Scusa, potresti gentilmente spostarti nella stanza a destra per favore? Grazie mille!",MoveToRoom
6083,Puoi spostarti nella stanza a destra per favore? Grazie.,MoveToRoom
6084,"Ciao, potresti spostarti gentilmente nella stanza sulla tua destra per favore?",MoveToRoom
6085,Vai nella stanza a sud adesso stesso!,MoveToRoom
6086,"Scusa, gentilmente potresti spostarti nella stanza a sud, per favore?",MoveToRoom
6087,"Mi scusi, potrebbe spostarsi nella stanza a sud per favore? Grazie.",MoveToRoom
6088,"Mi scusi, potrebbe gentilmente spostarsi nella stanza a sud?",MoveToRoom
6089,"Buongiorno, potrebbe gentilmente spostarsi nella stanza a sud? Grazie.",MoveToRoom
6090,Ti prego di spostarti nella stanza a sud. Grazie.,MoveToRoom
6091,"Per favore, spostati nella stanza a sud in questo momento.",MoveToRoom
6092,"Scusi, potrebbe spostarsi gentilmente nella stanza a sud? Grazie mille.",MoveToRoom
6093,"Mi scusi, potrebbe spostarsi gentilmente nella stanza a sud, per favore?",MoveToRoom
6094,Potrebbe gentilmente spostarsi nella stanza a sud per favore?,MoveToRoom
6095,"Ciao, mi dispiace disturbarti, ma potresti spostarti nella stanza a sud, per favore? Grazie mille.",MoveToRoom
6096,"Scusa, potremmo spostarci nella stanza a sud per un attimo? Non c'è nessuna ragione particolare, volevo solo cambiare un po' aria.",MoveToRoom
6097,Potremmo spostarci nella stanza a sud per un po'? Mi piacerebbe vedere che atmosfera ha.,MoveToRoom
6098,Potremmo spostarci nella stanza a sud? È un'ottima opportunità per cambiare ambiente!,MoveToRoom
6099,"Muoviti nella stanza a sud adesso, senza perdere tempo!",MoveToRoom
6100,"Muoviti nella stanza a sud, adesso!",MoveToRoom
6101,Spostati nella stanza a sud immediatamente!,MoveToRoom
6102,Spostati nella stanza a sud subito!,MoveToRoom
6103,"Spostati nella stanza a sud immediatamente, senza perdere tempo.",MoveToRoom
6104,"Ciao, potresti gentilmente spostarti nella stanza a sud? Grazie mille!",MoveToRoom
6105,"Ciao, potresti gentilmente spostarti nella stanza a sud per favore?",MoveToRoom
6106,"Ciao, potresti gentilmente spostarti nella stanza a sud?",MoveToRoom
6107,"Ti chiedo di spostarti nella stanza a sud, per favore.",MoveToRoom
6108,Ti prego di spostarti nella stanza a sud in modo immediato.,MoveToRoom
6109,Spostati nella stanza a sud ora.,MoveToRoom
6110,"Ciao, potresti spostarti nella stanza a sud per favore? Grazie.",MoveToRoom
6111,"Puoi spostarti gentilmente nella stanza a sud, per favore?",MoveToRoom
6112,"Ciao, potresti spostarti gentilmente nella stanza a sud, per favore?",MoveToRoom
6113,"Muoviti nella stanza a sud, ora!",MoveToRoom
6114,"Ciao, potresti per favore spostarti nella stanza a sud? Grazie mille!",MoveToRoom
6115,"Ciao, potresti per favore spostarti nella stanza a sud? Ti ringrazio molto!",MoveToRoom
6116,"Ciao, potresti per favore spostarti gentilmente nella stanza a sud? Grazie mille!",MoveToRoom
6117,"Bambino, spostati nella stanza a sud immediatamente. Non c'è tempo per esitare.",MoveToRoom
6118,"Muoviti nella stanza a sud immediatamente, senza esitazione.",MoveToRoom
6119,"Prego, spostati nella stanza a sud in modo freddo e distaccato.",MoveToRoom
6120,Ti chiedo di spostarti nella stanza a sud in modo freddo e distaccato.,MoveToRoom
6121,"Per favore, potresti spostarti nella stanza a sud per un momento?",MoveToRoom
6122,"Ciao, potresti andare nella stanza a sud per favore?",MoveToRoom
6123,"Bambino, puoi andare nella stanza a sud per favore?",MoveToRoom
6124,"Per favore, puoi spostarti nella stanza a sud?",MoveToRoom
6125,"Per favore, ti chiedo di spostarti nella stanza a sud. Grazie.",MoveToRoom
6126,"Mi scusi signora, potrebbe per favore spostarsi nella stanza a sud? Sarebbe gentile da parte sua e mi permetterebbe di avere uno spazio per me in questa stanza. Grazie mille.",MoveToRoom
6127,"Scusi, potrebbe gentilmente spostarsi nella stanza a sud per favore?",MoveToRoom
6128,"Scusa, potresti per favore spostarti nella stanza a sud?",MoveToRoom
6129,"Ciao, scusa se ti disturbo. Potresti gentilmente spostarti nella stanza a sud? Grazie mille!",MoveToRoom
6130,"Ciao, scusa se ti disturbo. Potresti per favore spostarti nella stanza a sud? Grazie mille, sei gentilissima!",MoveToRoom
6131,"Ciao, scusa se ti disturbo. Potresti gentilmente spostarti nella stanza a sud per favore?",MoveToRoom
6132,"Ciao, scusa il disturbo. Potresti gentilmente spostarti nella stanza a sud per favore? Grazie mille!",MoveToRoom
6133,"Scusa, potresti spostarti gentilmente nella stanza a sud per favore? Grazie mille!",MoveToRoom
6134,"Ti pregherei di spostarti nella stanza a sud, in modo freddo e distaccato.",MoveToRoom
6135,Ti chiedo di muoverti nella stanza a sud. Ti prego di farlo in modo freddo e distaccato.,MoveToRoom
6136,"Prego, spostati nella stanza a sud.",MoveToRoom
6137,"Ciao, potresti spostarti nella stanza a sud, per favore?",MoveToRoom
6138,"Hey, potresti spostarti nella stanza a sud per favore?",MoveToRoom
6139,"Vai nella stanza a nord, ora!",MoveToRoom
6140,"Vai nella stanza a nord, adesso!",MoveToRoom
6141,"Ciao signore, scusate se vi disturbo. Potrei gentilmente chiedervi di spostarvi nella stanza a nord, per favore?",MoveToRoom
6142,"Mi scusi, signore, potrebbe gentilmente spostarsi nella stanza a nord?",MoveToRoom
6143,"Mi scusi, signore. Potrebbe gentilmente spostarsi nella stanza a nord?",MoveToRoom
6144,"Mi scusi, potrebbe gentilmente spostarsi nella stanza a nord?",MoveToRoom
6145,"Si prega di spostarsi nella stanza a nord, grazie.",MoveToRoom
6146,"Si sposti nella stanza a nord, per favore.",MoveToRoom
6147,Si prega di spostarsi nella stanza a nord con freddezza e distacco.,MoveToRoom
6148,"Ti pregherei gentilmente di spostarti nella stanza a nord senza fare alcun commento in maniera fredda e distaccata, grazie.",MoveToRoom
6149,"Vada nella stanza a nord immediatamente, senza esitazione e con distacco emotivo.",MoveToRoom
6150,"Scusa, potresti cortesemente spostarti nella stanza a nord? Grazie.",MoveToRoom
6151,Potrebbe spostarsi gentilmente nella stanza a nord?,MoveToRoom
6152,"Scusa, mi chiedevo se potresti per favore spostarti nella stanza a nord? Non c'è nulla di urgente, ma mi aiuteresti molto. Grazie mille!",MoveToRoom
6153,"Ciao, mi servirebbe il tuo aiuto per spostare qualcosa nella stanza a nord. Potresti venire con me per un attimo?",MoveToRoom
6154,"Scusami, potresti spostarti gentilmente nella stanza a nord?",MoveToRoom
6155,"Hey, potresti spostarti gentilmente nella stanza a nord, per favore?",MoveToRoom
6156,"Muoviti nella stanza a nord adesso, senza fare storie!",MoveToRoom
6157,"Muoviti nella stanza a nord, adesso.",MoveToRoom
6158,"Spostati nella stanza a nord, ora.",MoveToRoom
6159,"Vai subito nella stanza a nord, non perdere tempo!",MoveToRoom
6160,"Spostati nella stanza a nord immediatamente, senza perdere tempo.",MoveToRoom
6161,"Spostati nella stanza a nord adesso, senza perdere altro tempo.",MoveToRoom
6162,"Muoviti nella stanza a nord, ora!",MoveToRoom
6163,"Spostati nella stanza a nord adesso, senza fare storie.",MoveToRoom
6164,"Spostati nella stanza a nord immediatamente, senza obiettare o protestare.",MoveToRoom
6165,Spostati nella stanza a nord immediatamente!,MoveToRoom
6166,"Ciao, potresti gentilmente spostarti nella stanza a nord, per favore?",MoveToRoom
6167,Ti pregherei gentilmente di spostarti nella stanza a nord. Grazie.,MoveToRoom
6168,"Ti prego di spostarti nella stanza a nord, grazie.",MoveToRoom
6169,Vai nella stanza a nord.,MoveToRoom
6170,"Vai nella stanza a nord, senza esitazione e senza fare rumore.",MoveToRoom
6171,Vai nella stanza a nord,MoveToRoom
6172,"Ciao, potresti spostarti gentilmente nella stanza a nord? Grazie.",MoveToRoom
6173,Potresti gentilmente spostarti nella stanza a nord per favore?,MoveToRoom
6174,Vai nella stanza a nord subito!,MoveToRoom
6175,Muoviti nella stanza a nord subito!,MoveToRoom
6176,Spostati nella stanza a nord subito!,MoveToRoom
6177,"Per favore, spostati nella stanza a nord senza esitazione.",MoveToRoom
6178,Ti pregherei di spostarti nella stanza a nord senza esitazione e in modo deciso.,MoveToRoom
6179,Ti prego di spostarti nella stanza a nord con rapidità e senza esitazione.,MoveToRoom
6180,Ti prego di andare nella stanza a nord. Fai attenzione al freddo e sii distaccato mentre ti sposti.,MoveToRoom
6181,"Vai nella stanza a nord adesso, senza esitazione.",MoveToRoom
6182,Ti chiedo gentilmente di spostarti nella stanza a nord in modo freddo e distaccato.,MoveToRoom
6183,"Bambino, spostati nella stanza a nord. Fai presto.",MoveToRoom
6184,Vai nella stanza a nord ora.,MoveToRoom
6185,"Vai nella stanza a nord adesso, senza esitazione e senza fare rumore.",MoveToRoom
6186,"Vai nella stanza a nord adesso, senza esitazione o domande.",MoveToRoom
6187,"Prego spostati nella stanza a nord immediatamente, senza esitazione e senza dare adito ad alcun tipo di discussione o protesta.",MoveToRoom
6188,Ciao! Potresti per favore spostarti nella stanza a nord? Grazie!,MoveToRoom
6189,"Hey, potresti spostarti nella stanza a nord per favore?",MoveToRoom
6190,"Scusa, signora, potrebbe gentilmente spostarsi nella stanza a nord? Grazie.",MoveToRoom
6191,"Mi scusi signora, potrebbe spostarsi gentilmente nella stanza a nord?",MoveToRoom
6192,Ti prego di spostarti nella stanza a nord. È necessario che sia vuota per motivi di spazio. Grazie.,MoveToRoom
6193,Sarebbe possibile spostarsi nella stanza a nord per favore? Grazie.,MoveToRoom
6194,Vai nella stanza a nord. Non ci sono altre opzioni.,MoveToRoom
6195,Ti chiedo di spostarti nella stanza a nord. Ti prego di farlo in maniera fredda e distaccata.,MoveToRoom
6196,"Scendi le scale immediatamente, non c'è tempo da perdere!",GoDownstairs
6197,Scendi subito le scale ora! Non mettermi in attesa!,GoDownstairs
6198,"Scendi le scale subito, senza fare storie!",GoDownstairs
6199,"Mi scusi, potrebbe gentilmente scendere le scale? Grazie.",GoDownstairs
6200,Per favore scenda le scale.,GoDownstairs
6201,"Signore, potrebbe scendere le scale, per favore?",GoDownstairs
6202,"Scendi le scale immediatamente, per favore.",GoDownstairs
6203,Per favore scenda le scale immediatamente.,GoDownstairs
6204,"Scusi, potrebbe per favore scendere le scale?",GoDownstairs
6205,"Scendi le scale adesso, muoviti!",GoDownstairs
6206,"Ciao, scusa se ti disturbo, ma potresti scendere le scale per favore? Ti ringrazio molto.",GoDownstairs
6207,"Scusa, potresti scendere le scale per favore? Grazie.",GoDownstairs
6208,"Scusami, potresti per favore scendere le scale gentilmente?",GoDownstairs
6209,"Scusa, potresti scendere le scale gentilmente, per favore?",GoDownstairs
6210,"Scusa, potresti per favore scendere le scale per un attimo?",GoDownstairs
6211,"Scendi le scale subito, non perdiamoci tempo!",GoDownstairs
6212,"Scendi le scale adesso, non perdiamo altro tempo!",GoDownstairs
6213,"Sbrigati a scendere le scale subito, senza perdere tempo!",GoDownstairs
6214,"Scusa, potresti scendere le scale gentilmente per favore?",GoDownstairs
6215,"Scusa, potresti scendere le scale gentilmente, per favore? Grazie.",GoDownstairs
6216,"Ciao, scusa se ti disturbo. Potresti gentilmente scendere le scale, per favore? Grazie mille.",GoDownstairs
6217,Ciao! Potresti per favore scendere le scale per favore? Grazie mille!,GoDownstairs
6218,Ti prego di scendere le scale.,GoDownstairs
6219,"Sbrigati e scendi subito le scale, non perdere tempo!",GoDownstairs
6220,Scendi subito le scale e non fare storie!,GoDownstairs
6221,"Ciao, potresti per favore scendere le scale per me? Grazie mille!",GoDownstairs
6222,"Ti prego di scendere le scale in modo calmo e senza correre, per favore.",GoDownstairs
6223,"Ti pregherei di scendere le scale, per favore.",GoDownstairs
6224,"Scendi le scale subito, senza esitazione.",GoDownstairs
6225,"Per favore, scendi le scale con attenzione e in modo sicuro.",GoDownstairs
6226,"Per favore, puoi scendere le scale in modo sicuro?",GoDownstairs
6227,"Perfavore, scendi le scale in modo sicuro e attento.",GoDownstairs
6228,"Mi scusi signora, potrebbe per favore scendere le scale gentilmente? Grazie mille.",GoDownstairs
6229,"Scusi, signora, potrebbe per favore scendere le scale con gentilezza? Grazie.",GoDownstairs
6230,"Scusami signora, potrebbe gentilmente scendere le scale?",GoDownstairs
6231,"Scusi signora, potrebbe cortesemente scendere le scale?",GoDownstairs
6232,"Scusi, signora, potrebbe per favore scendere le scale gentilmente?",GoDownstairs
6233,"Signora, scenda le scale.",GoDownstairs
6234,"Scusi, potrebbe scendere le scale, per favore?",GoDownstairs
6235,"Signora, potrebbe per favore scendere le scale?",GoDownstairs
6236,"Signora, può scendere le scale per favore?",GoDownstairs
6237,"Scusa, potresti per favore scendere le scale gentilmente? Grazie mille!",GoDownstairs
6238,Ciao! Potresti per favore scendere le scale? Grazie!,GoDownstairs
6239,"Per favore, potresti scendere le scale con me gentilmente?",GoDownstairs
6240,"Per favore, potresti scendere le scale con me? Ti aiuto se vuoi.",GoDownstairs
6241,"Scendi le scale adesso, subito!",GoDownstairs
6242,"Scusa, potresti gentilmente fare il favore di scendere le scale? Grazie.",GoDownstairs
6243,"Scusi, potrebbe per favore andare giù per le scale?",GoDownstairs
6244,"Scusa, potresti gentilmente scendere le scale per favore? Grazie mille.",GoDownstairs
6245,"Scusa, potresti accompagnarmi giù per le scale, per favore? Sarebbe molto gentile da parte tua.",GoDownstairs
6246,"Ciao, potresti per favore scendere le scale con me?",GoDownstairs
6247,"Ciao, potresti per favore accompagnarmi giù per le scale?",GoDownstairs
6248,"Scendi subito le scale, non mi stai dando fastidio?",GoDownstairs
6249,"Scendi subito le scale, non perdere altro tempo!",GoDownstairs
6250,"Ciao, potresti per favore scendere giù per le scale? Grazie mille!",GoDownstairs
6251,"Ciao, potresti per favore scendere le scale per favore? Grazie mille!",GoDownstairs
6252,"Ciao, potresti per favore scendere le scale per un attimo? Grazie mille!",GoDownstairs
6253,"Scusa, potresti per favore andare giù per le scale per me? Grazie mille!",GoDownstairs
6254,"Ciao, potresti per favore scendere le scale per un attimo? Ti ringrazio.",GoDownstairs
6255,Ciao! Potresti per favore scendere le scale gentilmente? Grazie mille!,GoDownstairs
6256,"Hey, puoi andare giù per le scale per favore?",GoDownstairs
6257,"Per favore, potresti scendere le scale? Grazie.",GoDownstairs
6258,"Scendi subito le scale, non perdiamo tempo!",GoDownstairs
6259,"Scendi subito le scale adesso, senza fare troppe storie!",GoDownstairs
6260,"Scendi subito le scale adesso, senza discutere!",GoDownstairs
6261,"Ciao! Potresti per favore andare giù per le scale, per favore? Grazie mille!",GoDownstairs
6262,"Per favore, scendi le scale con calma. Grazie.",GoDownstairs
6263,"Per favore, vai giù per le scale immediatamente.",GoDownstairs
6264,Per favore scendi le scale adesso.,GoDownstairs
6265,"Puoi andare giù per le scale, per favore?",GoDownstairs
6266,"Per favore, scendi le scale con cautela.",GoDownstairs
6267,"Scusi signora, sarebbe così gentile da poter scendere le scale per favore? Grazie mille.",GoDownstairs
6268,"Per favore, potrebbe scendere le scale gentilmente?",GoDownstairs
6269,"Scusi signora, potrebbe scendere le scale per cortesia?",GoDownstairs
6270,"Signora, potrebbe gentilmente scendere le scale? Grazie.",GoDownstairs
6271,"Signora, potrebbe scendere le scale per favore?",GoDownstairs
6272,"Scusi signora, potrebbe per favore scendere le scale?",GoDownstairs
6273,"Scusa, potresti per favore scendere le scale in modo tranquillo? Grazie mille!",GoDownstairs
6274,"Ciao, potresti per favore scendere le scale gentilmente?",GoDownstairs
6275,"Per favore, potresti scendere gentilmente le scale? Grazie.",GoDownstairs
6276,"Per favore, potresti scendere le scale delicatamente?",GoDownstairs
6277,"Per favore, vuoi scendere le scale con gentilezza?",GoDownstairs
6278,"Per favore scendi le scale, grazie.",GoDownstairs
6279,"Ciao, potresti per favore scendere le scale per raggiungere il piano inferiore?",GoDownstairs
6280,Puoi gentilmente andare giù per le scale?,GoDownstairs
6281,"Salga le scale subito, senza perdere tempo!",GoUpstairs
6282,"Salite le scale subito, senza indugiare!",GoUpstairs
6283,"Salite le scale subito, non tirate troppo le cuoia!",GoUpstairs
6284,"Salite le scale ora, non perdiamo altro tempo.",GoUpstairs
6285,"Salite le scale subito, ora!",GoUpstairs
6286,"Sali le scale subito, non perdiamo tempo!",GoUpstairs
6287,"Salga le scale, adesso!",GoUpstairs
6288,"Salga le scale immediatamente, senza indugiare!",GoUpstairs
6289,"Salga le scale subito, senza indugiare!",GoUpstairs
6290,Salite le scale ora!,GoUpstairs
6291,"Hey, su le scale!",GoUpstairs
6292,"Scusi signore, potrebbe gentilmente salire le scale? Grazie mille.",GoUpstairs
6293,"Scusi, signore, sarebbe così gentile da salire le scale insieme a me? Grazie.",GoUpstairs
6294,"Mi scusi, signore, potrebbe cortesemente salire le scale? Grazie.",GoUpstairs
6295,"Scusi signore, potrebbe gentilmente salire le scale, per favore?",GoUpstairs
6296,"Scusi signore, potrebbe per favore salire le scale gentilmente?",GoUpstairs
6297,"Mi scusi, signore, potrebbe gentilmente salire le scale, per favore?",GoUpstairs
6298,La prego di salire le scale.,GoUpstairs
6299,"Mi dispiace, signore, ma dovrà salire le scale senza indugio.",GoUpstairs
6300,"Per favore, salga le scale immediatamente.",GoUpstairs
6301,"Perfavore, salga le scale ora.",GoUpstairs
6302,"Mi scusi, potrebbe gentilmente salire le scale per favore?",GoUpstairs
6303,"Scusi, potrebbe salire le scale, per favore?",GoUpstairs
6304,"Scusi, potrebbe salire le scale per favore?",GoUpstairs
6305,"Potrebbe per favore salire le scale? oppure Potrebbe avviarsi verso le scale, per favore?",GoUpstairs
6306,"Per favore, può salire le scale?",GoUpstairs
6307,"Scusa, potresti per favore salire le scale insieme a me? Mi piacerebbe avere la tua compagnia.",GoUpstairs
6308,"Scusa, potresti gentilmente salire le scale insieme a me? Grazie.",GoUpstairs
6309,"Ciao, potresti gentilmente salire le scale con me? Grazie.",GoUpstairs
6310,"Scusa, potresti per favore salire le scale insieme a me? Ho bisogno di raggiungere un altro piano e mi farebbe piacere avere compagnia.",GoUpstairs
6311,"Perfavore, sali le scale insieme a me.",GoUpstairs
6312,"Su, muoviti e sali le scale!",GoUpstairs
